,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscFeature,SaleType,SaleCondition,GarageAge,SinceYearSold,HouseAge,TotalHouseSF,TotalPorchSF
822,60,RL,70.01929530201342,12394,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,847,GasA,Ex,Y,SBrkr,886,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,433,TA,TA,Y,0,NA,NA,WD,Family,21.0,17,21,3427,148
749,50,RL,50.0,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1950,Gable,CompShg,WdShing,Wd Shng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,Wall,TA,N,FuseF,441,0,0,2,0,4,1,TA,9,Mod,0,NA,Detchd,Unf,1,240,TA,TA,N,0,NA,NA,WD,Normal,79.0,15,79,2617,277
817,20,RL,70.01929530201342,13265,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,350,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,RFn,3,857,TA,TA,Y,0,NA,NA,WD,Normal,22.0,16,22,4946,209
1182,60,RL,160.0,15623,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,Hip,CompShg,Wd Sdng,ImStucc,NA,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,300,GasA,Ex,Y,SBrkr,2065,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,Fin,3,813,TA,TA,Y,555,MnPrv,NA,WD,Abnorml,28.0,17,28,9283,249
536,60,RL,57.0,8924,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,880,GasA,Ex,Y,SBrkr,844,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,Fin,2,527,TA,TA,Y,0,NA,NA,WD,Normal,26.0,16,26,3484,275
606,20,RL,82.0,12464,Pave,NA,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732,Unf,308,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,GdPrv,NA,WD,Normal,24.0,15,28,3120,168
467,70,RL,79.0,9480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,342,GasA,Ex,Y,SBrkr,756,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,1,312,TA,TA,Y,0,NA,NA,WD,Normal,82.0,17,82,3260,168
771,20,RL,67.0,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,GasA,TA,Y,FuseF,0,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,2,396,TA,TA,Y,0,NA,NA,COD,Normal,73.0,18,73,3276,0
1244,70,RL,70.01929530201342,11435,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1950,Gable,CompShg,BrkFace,Stucco,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,792,GasA,Fa,Y,SBrkr,725,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,Unf,2,400,TA,TA,Y,0,NA,NA,WD,Normal,93.0,18,95,3101,0
1201,60,RL,80.0,10400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,866,GasA,Ex,Y,SBrkr,913,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,546,TA,TA,Y,0,NA,NA,WD,Normal,26.0,15,26,3511,234
1039,180,RM,21.0,1477,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,121,GasA,TA,Y,SBrkr,0,1,0,1,0,1,1,TA,3,Typ,0,NA,Attchd,Unf,1,286,TA,TA,Y,0,NA,NA,WD,Normal,54.0,15,54,1890,0
60,20,RL,63.0,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,217,GasA,Ex,Y,SBrkr,0,1,0,1,1,3,1,Gd,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,20,3474,50
92,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,2006,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,163,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,432,TA,TA,Y,0,NA,NA,WD,Normal,103.0,15,103,2804,44
670,60,RL,64.0,8633,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,545,GasA,Ex,Y,SBrkr,738,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,Fin,2,540,TA,TA,Y,0,NA,NA,WD,Normal,19.0,15,19,2952,135
194,20,RL,60.0,7180,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Hip,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,474,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,1,352,TA,TA,Y,0,NA,NA,WD,Normal,35.0,16,52,2592,0
281,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,357,GasA,Gd,Y,SBrkr,0,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,Fin,2,572,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,3786,120
361,50,RL,70.01929530201342,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1982,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,484,GasA,Gd,Y,SBrkr,517,1,0,1,0,3,1,TA,8,Typ,0,NA,Detchd,Unf,1,240,TA,TA,N,0,NA,NA,WD,Normal,84.0,16,84,3376,0
521,20,RL,90.0,11988,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,467,GasA,Ex,Y,FuseA,0,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1,336,TA,TA,Y,0,NA,NA,WD,Normal,67.0,17,67,3732,40
769,60,RL,47.0,53504,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,234,GasA,Ex,Y,SBrkr,1589,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,3,841,TA,TA,Y,0,NA,NA,WD,Normal,21.0,14,21,6619,749
728,90,RL,85.0,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1584,GasA,TA,Y,SBrkr,0,1,0,2,0,4,2,TA,9,Typ,0,NA,Detchd,Unf,3,888,TA,TA,Y,0,NA,NA,COD,Abnorml,56.0,15,66,5136,25
182,20,RL,60.0,9060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,NA,NA,NA,NA,0,NA,0,GasA,Ex,Y,SBrkr,0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,1,252,TA,TA,Y,0,MnPrv,NA,WD,Normal,67.0,17,67,2680,296
1150,20,RL,57.0,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,932,GasA,Ex,Y,FuseA,0,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,Unf,1,306,TA,TA,Y,0,GdPrv,NA,WD,Normal,74.0,17,74,2796,214
110,50,RL,75.0,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1972,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,550,GasA,Gd,Y,SBrkr,639,0,0,2,0,4,1,TA,7,Typ,0,NA,Attchd,Unf,1,325,TA,TA,Y,0,NA,NA,WD,Normal,70.0,18,70,4065,182
42,85,RL,70.01929530201342,9180,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,0,GasA,Gd,Y,SBrkr,0,1,0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,RFn,2,504,TA,Gd,Y,0,MnPrv,NA,WD,Normal,41.0,17,41,2608,240
1240,60,RL,65.0,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,334,GasA,Ex,Y,SBrkr,884,1,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2,543,TA,TA,Y,0,NA,NA,WD,Normal,21.0,16,21,3536,63
204,50,RM,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,408,GasA,TA,Y,SBrkr,564,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,MnWw,NA,WD,Normal,76.0,15,77,2724,35
775,120,RM,32.0,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,338,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,412,TA,TA,Y,0,NA,NA,WD,Normal,26.0,15,26,3612,247
52,90,RM,110.0,8472,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,0,GasA,TA,N,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,NA,CarPort,Unf,2,516,TA,TA,Y,0,NA,NA,WD,Normal,61.0,14,61,2448,106
548,20,RM,49.0,8235,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1995,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180,Rec,0,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,RFn,2,720,TA,TA,Y,0,MnPrv,NA,WD,Normal,61.0,16,69,2475,190
1089,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,208,GasA,Ex,Y,SBrkr,0,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,Fin,2,550,TA,TA,Y,0,NA,NA,WD,Normal,19.0,18,19,3741,84
848,50,RL,75.0,45600,Pave,NA,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,907,GasA,TA,Y,SBrkr,1051,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,Unf,2,360,Fa,TA,Y,0,NA,NA,WD,Normal,116.0,16,116,4572,701
810,20,RL,78.0,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,0,GasA,Fa,Y,SBrkr,0,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,484,TA,TA,Y,648,GdPrv,NA,WD,Normal,50.0,18,50,3658,265
715,20,RL,78.0,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1064,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,478,TA,TA,Y,0,MnPrv,NA,WD,Normal,50.0,15,50,3764,0
183,50,RM,63.0,11426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1362,GasA,Ex,Y,SBrkr,720,0,0,2,1,3,1,Gd,6,Mod,0,NA,Detchd,Unf,2,484,TA,TA,N,0,NA,NA,WD,Normal,21.0,16,21,4806,518
137,90,RL,82.0,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1907,GasA,Gd,Y,SBrkr,0,0,0,3,0,5,2,TA,9,Typ,0,NA,2Types,Unf,3,766,TA,TA,Y,0,NA,NA,WD,Family,35.0,18,36,5825,0
920,60,RL,70.0,8462,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814,Unf,114,GasA,Ex,Y,SBrkr,785,0,1,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,471,TA,TA,Y,0,NA,NA,WD,Normal,30.0,17,30,3585,387
80,60,RL,100.0,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,448,GasA,TA,Y,SBrkr,960,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,TA,Y,0,NA,NA,WD,Normal,56.0,15,56,4220,324
1241,20,RL,83.0,9849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1689,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,3,954,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,17,5067,56
105,60,FV,75.0,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1053,GasA,Ex,Y,SBrkr,939,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,TA,TA,Y,0,NA,NA,WD,Normal,21.0,16,21,4098,185
544,60,RL,58.0,17104,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554,Unf,100,GasA,Ex,Y,SBrkr,832,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,426,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,2814,124
1152,20,RL,90.0,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,2004,Gable,CompShg,Stone,Stone,NA,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,230,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,470,TA,TA,Y,0,NA,NA,WD,Abnorml,68.0,18,68,4695,280
482,70,RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,2005,Gable,CompShg,Stucco,Stucco,NA,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,611,GasA,Ex,Y,SBrkr,910,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,Unf,1,164,Fa,Fa,Y,0,NA,NA,WD,Normal,109.0,15,109,3652,0
165,190,RL,62.0,10106,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1999,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351,Rec,112,GasA,Gd,Y,SBrkr,547,1,0,2,0,4,2,TA,6,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,16,84,2807,140
249,50,RL,70.01929530201342,159000,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,747,GasA,Gd,Y,SBrkr,700,0,1,2,0,4,1,Gd,7,Typ,2,TA,Attchd,Fin,2,389,TA,TA,Y,0,NA,Shed,WD,Normal,66.0,17,66,5032,98
308,30,RL,70.01929530201342,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,599,GasA,Ex,Y,SBrkr,0,0,0,1,0,1,1,TA,4,Typ,0,NA,Detchd,Unf,2,539,TA,TA,Y,0,NA,NA,WD,Normal,63.0,15,84,2583,158
448,50,RM,50.0,8600,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,780,GasA,TA,Y,SBrkr,596,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,198,TA,TA,N,0,NA,NA,WD,Normal,87.0,18,87,2936,0
708,60,RL,65.0,9018,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,Hip,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,728,GasA,Ex,Y,SBrkr,728,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,400,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,17,2912,124
336,20,RL,86.0,14157,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,673,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,676,TA,TA,Y,0,NA,NA,WD,Normal,19.0,17,19,5766,229
97,20,RL,73.0,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,440,GasA,TA,Y,FuseF,0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,1,432,TA,TA,P,0,NA,NA,WD,Normal,59.0,17,59,2880,120
734,20,RL,70.01929530201342,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,948,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,300,TA,TA,Y,0,NA,NA,WD,Family,56.0,17,56,2844,147
935,30,RL,52.0,5825,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0,Unf,600,GasA,Gd,Y,SBrkr,0,0,0,1,0,1,1,TA,5,Typ,0,NA,Detchd,Unf,2,528,TA,TA,Y,0,NA,NA,WD,Normal,71.0,18,98,2094,32
102,90,RL,64.0,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,Fa,Slab,NA,NA,NA,NA,0,NA,0,GasA,TA,Y,SBrkr,0,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2,410,TA,TA,Y,0,NA,NA,WD,Alloca,45.0,15,45,3070,0
436,50,RM,40.0,4400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1950,Gable,CompShg,Stucco,Stucco,NA,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,648,GasA,TA,Y,FuseA,384,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,2,440,TA,TA,Y,0,NA,NA,WD,Normal,34.0,18,104,2500,0
1005,80,RL,65.0,8385,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595,Unf,390,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,328,TA,TA,Y,0,NA,NA,WD,Normal,47.0,16,47,2955,210
1306,120,RL,48.0,6955,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1368,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,474,TA,TA,Y,0,NA,NA,New,Partial,19.0,18,19,4104,167
830,20,RL,80.0,11900,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,352,GasA,TA,Y,FuseA,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,458,TA,TA,Y,0,NA,NA,WD,Normal,67.0,16,67,4176,192
1325,30,RM,40.0,3636,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1950,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,796,GasA,Fa,N,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,MnPrv,NA,WD,Normal,-1.0,16,102,2388,100
